,Games,AtBase,Hits
60707,13,0,0
60708,16,44,10
60709,49,64,17
60710,42,0,0
60711,133,335,78
60712,38,24,6
60713,57,48,12
60714,75,159,44
60715,24,4,0
60716,4,0,0
60717,108,298,76
60718,4,0,0
60719,109,373,90
60720,17,22,3
60721,149,549,156
60722,14,0,0
60723,12,0,0
60724,1,0,0
60725,3,0,0
60726,100,248,49
60727,26,0,0
60728,145,520,132
60729,22,43,11
60730,35,66,12
60731,59,98,22
60732,145,507,154
60733,19,36,8
60734,37,0,0
60735,51,77,21
60736,59,133,37
60737,17,0,0
60738,31,63,16
60739,72,176,44
60740,28,42,11
60741,31,100,19
60742,8,0,0
60743,2,0,0
60744,37,5,1
60745,38,35,3
60746,108,288,87
60747,44,0,0
60748,12,21,4
60749,53,10,0
60750,38,85,22
60751,49,0,0
60752,7,5,0
60753,64,64,11
60754,141,481,135
60755,6,5,1
60756,26,42,13
60757,7,0,0
60758,80,299,92
60759,12,8,2
60760,37,59,9
60761,5,1,0
60762,1,0,0
60763,26,47,5
60764,62,168,31
60765,56,14,0
60766,141,501,142
60767,145,408,99
60768,33,70,8
60769,99,242,60
60770,35,0,0
60771,2,3,1
60772,18,20,5
60773,101,258,80
60774,56,18,2
60775,141,534,128
60776,145,491,125
60777,10,0,0
60778,139,516,144
60779,19,9,2
60780,7,0,0
60781,5,0,0
60782,6,0,0
60783,97,317,74
60784,18,39,11
60785,106,350,91
60786,31,58,14
60787,147,494,137
60788,57,0,0
60789,7,14,3
60790,1,1,0
60791,122,310,87
60792,57,156,34
60793,62,12,0
60794,144,502,128
60795,30,52,8
60796,117,437,119
60797,42,60,10
60798,61,0,0
60799,28,22,1
60800,97,324,89
60801,130,473,153
60802,10,2,0
60803,42,62,12
60804,26,66,12
60805,50,194,54
60806,108,375,86
60807,140,465,132
60808,88,221,56
60809,29,89,23
60810,32,0,0
60811,13,44,14
60812,26,18,4
60813,15,0,0
60814,37,26,9
60815,65,0,0
60816,1,0,0
60817,5,0,0
60818,25,0,0
60819,132,446,115
60820,91,279,79
60821,28,80,22
60822,66,186,46
60823,7,12,3
60824,15,0,0
60825,109,246,59
60826,70,230,67
60827,39,0,0
60828,24,0,0
60829,43,30,2
60830,147,601,172
60831,34,3,1
60832,36,0,0
60833,16,0,0
60834,50,0,0
60835,36,70,6
60836,15,4,0
60837,157,589,183
60838,39,140,31
60839,35,79,9
60840,22,51,12
60841,66,178,35
60842,69,169,32
60843,41,66,16
60844,31,70,14
60845,104,262,75
60846,14,20,5
60847,146,502,131
60848,73,11,6
60849,3,0,0
60850,59,152,35
60851,33,85,13
60852,45,0,0
60853,19,18,2
60854,8,2,0
60855,152,608,164
60856,99,178,44
60857,43,114,17
60858,14,1,0
60859,47,10,1
60860,31,19,1
60861,6,0,0
60862,151,529,150
60863,43,8,4
60864,41,124,26
60865,22,0,0
60866,63,87,17
60867,47,53,15
60868,154,533,161
60869,97,405,98
60870,48,152,38
60871,123,404,93
60872,16,0,0
60873,22,0,0
60874,44,0,0
60875,66,158,48
60876,151,539,170
60877,93,130,27
60878,8,11,2
60879,19,68,16
60880,129,364,100
60881,83,267,70
60882,44,143,48
60883,6,0,0
60884,9,22,4
60885,162,589,178
60886,130,471,107
60887,40,0,0
60888,156,582,178
60889,4,10,2
60890,2,1,0
60891,10,22,3
60892,10,0,0
60893,40,96,21
60894,98,291,74
60895,129,462,123
60896,59,132,25
60897,100,274,78
60898,21,46,6
60899,15,33,11
60900,66,4,0
60901,38,85,8
60902,34,65,12
60903,8,1,0
60904,3,0,0
60905,13,14,2
60906,73,184,51
60907,24,38,9
60908,21,35,5
60909,16,0,0
60910,14,0,0
60911,21,28,8
60912,151,488,143
60913,26,60,10
60914,154,524,124
60915,27,0,0
60916,10,0,0
60917,157,549,145
60918,2,2,0
60919,125,411,115
60920,29,0,0
60921,157,614,184
60922,135,410,106
60923,120,328,70
60924,62,12,4
60925,7,11,2
60926,103,245,58
60927,5,8,1
60928,68,185,47
60929,98,356,93
60930,1,0,0
60931,16,22,2
60932,17,17,2
60933,80,306,60
60934,12,9,1
60935,115,420,129
60936,8,20,6
60937,57,79,19
60938,14,0,0
60939,56,120,30
60940,144,552,154
60941,145,555,151
60942,155,605,163
60943,8,5,1
60944,12,0,0
60945,10,32,4
60946,36,59,11
60947,5,6,0
60948,34,60,6
60949,4,8,1
60950,151,542,163
60951,14,26,7
60952,33,75,12
60953,91,253,61
60954,79,184,50
60955,16,0,0
60956,14,0,0
60957,27,39,14
60958,55,178,51
60959,6,4,0
60960,38,0,0
60961,22,85,25
60962,4,0,0
60963,61,86,16
60964,50,127,30
60965,5,2,0
60966,148,412,102
60967,14,27,6
60968,53,148,43
60969,55,120,32
60970,25,0,0
60971,145,443,116
60972,40,83,14
60973,49,16,0
60974,21,41,4
60975,60,11,1
60976,1,1,0
60977,68,115,25
60978,137,465,136
60979,40,87,17
60980,27,50,5
60981,1,0,0
60982,144,469,126
60983,19,42,8
60984,48,86,18
60985,69,0,0
60986,40,104,24
60987,34,56,9
60988,156,615,183
60989,11,36,12
60990,11,0,0
60991,55,107,21
60992,152,622,185
60993,27,61,14
60994,53,127,36
60995,97,175,46
60996,104,420,117
60997,6,20,4
60998,4,3,0
60999,6,0,0
61000,11,0,0
61001,34,0,0
61002,56,104,22
61003,151,576,163
61004,12,37,15
61005,66,8,1
61006,125,453,112
61007,7,0,0
61008,61,6,1
61009,146,592,163
61010,25,0,0
61011,4,7,1
61012,32,71,20
61013,19,31,5
61014,65,98,21
61015,20,59,12
61016,24,55,13
61017,24,66,13
61018,36,86,13
61019,12,21,10
61020,155,626,191
61021,95,233,64
61022,22,83,13
61023,31,0,0
61024,162,663,211
61025,13,17,6
61026,96,309,88
61027,98,322,80
61028,84,213,55
61029,10,7,1
61030,10,13,2
61031,7,0,0
61032,45,67,8
61033,22,20,4
61034,7,12,2
61035,115,323,84
61036,81,145,32
61037,59,198,50
61038,36,82,12
61039,23,31,12
61040,59,145,46
61041,6,3,0
61042,8,12,2
61043,151,493,121
61044,91,268,63
61045,29,0,0
61046,4,0,0
61047,34,4,0
61048,41,19,2
61049,5,8,2
61050,131,451,111
61051,10,21,3
61052,7,9,1
61053,25,53,12
61054,29,69,5
61055,66,134,34
61056,36,37,8
61057,134,481,124
61058,147,554,152
61059,18,65,18
61060,8,7,2
61061,56,0,0
61062,6,6,0
61063,158,633,165
61064,18,28,4
61065,30,14,3
61066,52,10,0
61067,7,8,0
61068,155,623,175
61069,58,10,2
61070,73,11,1
61071,31,0,0
61072,154,534,136
61073,21,54,11
61074,23,73,13
61075,34,0,0
61076,4,1,0
61077,12,35,11
61078,106,314,86
61079,2,4,0
61080,24,48,8
61081,80,186,42
61082,61,5,0
61083,34,64,10
61084,6,9,1
61085,126,325,84
61086,109,333,90
61087,3,2,1
61088,25,0,0
61089,35,64,11
61090,153,600,185
61091,91,119,20
61092,7,12,2
61093,151,507,140
61094,67,6,3
61095,6,11,3
61096,12,25,5
61097,46,0,0
61098,83,276,86
61099,130,451,124
61100,49,30,5
61101,22,67,22
61102,42,5,0
61103,30,12,2
61104,66,9,1
61105,130,492,158
61106,8,0,0
61107,33,0,0
61108,159,552,134
61109,59,152,34
61110,4,0,0
61111,36,0,0
61112,41,7,1
61113,35,88,11
61114,88,261,67
61115,60,0,0
61116,42,78,13
61117,27,0,0
61118,143,153,34
61119,64,0,0
61120,50,0,0
61121,151,542,134
61122,104,115,34
61123,4,0,0
61124,9,11,5
61125,30,53,9
61126,78,232,72
61127,19,0,0
61128,24,40,5
61129,46,7,1
61130,8,0,0
61131,59,0,0
61132,36,0,0
61133,35,0,0
61134,47,0,0
61135,9,4,3
61136,122,420,108
61137,40,59,8
61138,10,20,2
61139,29,22,3
61140,131,378,76
61141,36,0,0
61142,60,7,0
61143,31,0,0
61144,7,0,0
61145,27,26,2
61146,93,249,55
61147,124,430,125
61148,29,0,0
61149,10,4,0
61150,76,8,0
61151,44,0,0
61152,126,460,121
61153,53,62,11
61154,21,44,8
61155,21,78,24
61156,118,192,48
61157,46,164,30
61158,106,371,82
61159,43,0,0
61160,152,517,134
61161,53,88,17
61162,154,619,177
61163,141,508,143
61164,21,37,2
61165,50,0,0
61166,27,0,0
61167,134,470,122
61168,43,56,11
61169,5,0,0
61170,39,65,3
61171,142,505,161
61172,10,0,0
61173,74,167,36
61174,88,320,87
61175,31,121,32
61176,34,62,12
61177,34,0,0
61178,6,0,0
61179,35,58,7
61180,25,23,3
61181,11,0,0
61182,35,79,15
61183,4,0,0
61184,51,0,0
61185,160,579,177
61186,18,26,4
61187,34,53,15
61188,12,25,3
61189,86,271,65
61190,36,91,17
61191,68,0,0
61192,101,309,81
61193,10,25,2
61194,94,228,50
61195,59,88,18
61196,35,0,0
61197,55,140,30
61198,46,7,1
61199,3,0,0
61200,124,312,77
61201,2,2,0
61202,8,0,0
61203,10,0,0
61204,1,1,0
61205,4,5,2
61206,109,225,53
61207,118,307,83
61208,156,581,156
61209,100,135,40
61210,23,0,0
61211,157,623,173
61212,12,0,0
61213,134,496,138
61214,99,317,78
61215,144,547,129
61216,128,437,107
61217,65,149,46
61218,11,11,2
61219,31,73,7
61220,11,0,0
61221,82,182,39
61222,7,4,0
61223,16,14,4
61224,161,643,206
61225,146,549,143
61226,40,34,5
61227,4,0,0
61228,60,0,0
61229,31,44,8
61230,123,344,88
61231,1,0,0
61232,144,503,139
61233,26,0,0
61234,65,177,45
61235,16,35,6
61236,36,0,0
61237,18,36,2
61238,4,0,0
61239,6,0,0
61240,144,503,135
61241,152,638,176
61242,5,4,1
61243,137,576,159
61244,152,598,169
61245,7,0,0
61246,43,0,0
61247,92,245,66
61248,83,141,39
61249,93,190,46
61250,1,0,0
61251,5,3,0
61252,162,634,175
61253,6,0,0
61254,1,0,0
61255,94,301,89
61256,103,366,89
61257,119,380,101
61258,113,335,68
61259,61,196,44
61260,8,0,0
61261,124,373,109
61262,33,0,0
61263,25,36,6
61264,149,578,178
61265,40,4,2
61266,29,0,0
61267,90,285,69
61268,3,5,0
61269,23,0,0
61270,13,0,0
61271,32,0,0
61272,49,0,0
61273,58,72,20
61274,93,234,48
61275,36,0,0
61276,35,83,19
61277,57,25,6
61278,15,27,8
61279,106,211,47
61280,5,2,0
61281,34,46,10
61282,121,374,94
61283,39,47,5
61284,64,4,0
61285,36,84,11
61286,25,0,0
61287,157,639,171
61288,36,0,0
61289,66,191,50
61290,9,13,2
61291,57,0,0
61292,4,0,0
61293,60,118,25
61294,128,436,122
61295,108,344,73
61296,65,131,36
61297,147,569,173
61298,47,0,0
61299,43,108,20
61300,100,243,71
61301,126,438,107
61302,75,220,64
61303,9,20,4
61304,47,112,33
61305,34,1,0
61306,110,320,91
61307,3,1,0
61308,21,38,2
61309,3,0,0
61310,32,42,5
61311,24,0,0
61312,19,0,0
61313,139,475,144
61314,121,331,86
61315,134,493,129
61316,5,10,1
61317,43,0,0
61318,32,0,0
61319,49,0,0
61320,40,17,2
61321,5,0,0
61322,3,0,0
61323,148,553,174
61324,159,606,177
61325,20,22,5
61326,95,300,67
61327,110,354,119
61328,13,16,1
61329,19,37,9
61330,31,0,0
61331,120,271,74
61332,140,439,97
61333,136,450,100
61334,5,0,0
61335,3,0,0
61336,59,80,16
61337,66,134,26
61338,8,0,0
61339,4,0,0
61340,68,182,38
61341,35,0,0
61342,33,0,0
61343,148,469,124
61344,37,92,21
61345,35,0,0
61346,158,625,203
61347,110,363,96
61348,32,7,2
61349,139,450,91
61350,31,19,1
61351,55,98,29
61352,35,83,14
61353,133,391,87
61354,29,0,0
61355,124,322,97
61356,9,21,6
61357,86,98,27
61358,27,49,9
61359,4,1,0
61360,145,506,147
61361,4,0,0
61362,104,377,107
61363,24,37,4
61364,10,7,0
61365,88,271,61
61366,153,561,159
61367,113,224,55
61368,66,197,47
61369,85,171,43
61370,23,84,24
61371,13,0,0
61372,95,260,71
61373,9,0,0
61374,15,0,0
61375,62,148,42
61376,3,0,0
61377,3,7,1
61378,28,58,12
61379,155,567,144
61380,41,5,1
61381,5,7,2
61382,21,43,9
61383,114,439,122
61384,119,344,93
61385,17,0,0
61386,7,4,0
61387,34,0,0
61388,37,0,0
61389,58,71,15
61390,113,311,69
61391,34,0,0
61392,3,3,0
61393,159,602,162
61394,11,19,3
61395,7,0,0
61396,127,436,135
61397,11,24,5
61398,26,0,0
61399,9,0,0
61400,10,8,0
61401,69,0,0
61402,57,1,0
61403,31,45,5
61404,33,62,8
61405,8,0,0
61406,93,329,97
61407,34,84,16
61408,11,1,0
61409,159,596,175
61410,66,244,67
61411,10,0,0
61412,87,211,55
61413,8,27,12
61414,70,141,33
61415,8,4,2
61416,68,1,0
61417,110,380,105
61418,38,120,25
61419,146,505,121
61420,22,49,11
61421,135,389,100
61422,75,197,57
61423,15,3,0
61424,24,0,0
61425,5,11,3
61426,12,11,4
61427,10,4,1
61428,36,0,0
61429,58,169,44
61430,20,0,0
61431,57,203,65
61432,47,0,0
61433,21,0,0
61434,1,0,0
61435,33,0,0
61436,28,0,0
61437,48,143,23
61438,128,441,136
61439,22,0,0
61440,4,0,0
61441,154,531,130
61442,90,287,81
61443,38,0,0
61444,148,603,166
61445,45,0,0
61446,102,208,71
61447,23,4,0
61448,105,146,40
61449,139,524,145
61450,16,0,0
61451,31,53,7
61452,35,0,0
61453,160,600,187
61454,143,415,92
61455,96,142,31
61456,17,0,0
61457,39,67,10
61458,35,0,0
61459,127,397,101
61460,33,48,12
61461,152,567,161
61462,41,116,17
61463,137,499,157
61464,57,174,39
61465,18,61,13
61466,150,523,134
61467,46,46,6
61468,134,382,88
61469,64,0,0
61470,35,0,0
61471,60,9,3
61472,138,533,132
61473,64,127,31
61474,5,4,2
61475,3,0,0
61476,146,547,147
61477,54,6,0
61478,13,24,4
61479,144,435,112
61480,30,59,5
61481,32,4,0
61482,109,330,76
61483,22,47,9
61484,11,9,3
61485,143,536,149
61486,2,0,0
61487,27,75,16
61488,37,1,0
61489,88,169,47
61490,57,10,0
61491,45,78,13
61492,2,0,0
61493,147,548,143
61494,2,0,0
61495,33,0,0
61496,156,539,148
61497,50,41,4
61498,81,218,61
61499,51,169,43
61500,34,97,25
61501,137,473,132
61502,76,161,41
61503,94,132,31
61504,14,35,4
61505,156,601,188
61506,26,0,0
61507,9,0,0
61508,24,55,6
61509,12,32,7
61510,109,391,104
61511,113,322,62
61512,1,0,0
61513,63,136,32
61514,131,401,93
61515,162,630,186
61516,16,52,13
61517,35,33,7
61518,3,0,0
61519,31,0,0
61520,15,28,5
61521,88,233,63
61522,55,0,0
61523,12,26,5
61524,33,0,0
61525,6,0,0
61526,85,133,30
61527,102,359,83
61528,112,360,87
61529,34,0,0
61530,86,128,35
61531,149,456,114
61532,124,366,89
61533,63,115,25
61534,106,277,70
61535,61,163,41
61536,35,0,0
61537,25,91,21
61538,16,16,4
61539,2,0,0
61540,25,3,2
61541,146,553,149
61542,54,3,0
61543,160,658,188
61544,58,214,74
61545,22,0,0
61546,37,7,2
61547,126,276,56
61548,3,4,1
61549,162,588,154
61550,47,6,0
61551,2,1,0
61552,13,0,0
61553,54,125,23
61554,153,613,173
61555,110,327,94
61556,62,14,2
61557,152,633,180
61558,57,60,14
61559,74,207,51
61560,21,1,0
61561,128,374,104
61562,21,10,1
61563,161,617,175
61564,133,449,121
61565,20,0,0
61566,10,31,2
61567,18,0,0
61568,149,531,150
61569,86,342,120
61570,11,0,0
61571,14,30,5
61572,26,82,15
61573,29,30,7
61574,31,70,14
61575,36,3,0
61576,62,22,4
61577,35,0,0
61578,11,17,0
61579,13,5,1
61580,4,0,0
61581,126,452,121
61582,116,363,93
61583,140,419,101
61584,120,399,109
61585,112,202,65
61586,44,30,2
61587,127,342,74
61588,86,176,47
61589,15,16,1
61590,27,4,0
61591,29,0,0
61592,144,535,162
61593,3,0,0
61594,30,0,0
61595,107,292,66
61596,32,73,8
61597,31,0,0
61598,151,449,118
61599,7,8,2
61600,158,606,213
61601,31,0,0
61602,4,0,0
61603,115,227,59
61604,87,142,37
61605,48,150,42
61606,83,257,66
61607,6,11,2
61608,51,60,13
61609,133,352,94
61610,46,112,29
61611,40,102,16
61612,88,253,55
61613,15,1,0
61614,19,8,3
61615,13,29,5
61616,4,0,0
61617,48,149,38
61618,19,33,11
61619,3,0,0
61620,8,9,1
61621,152,576,174
61622,36,41,8
61623,152,561,164
61624,140,475,118
61625,38,0,0
61626,44,81,27
61627,99,199,46
61628,6,0,0
61629,112,350,98
61630,142,502,147
61631,109,325,85
61632,120,441,122
61633,25,0,0
61634,3,0,0
61635,154,550,171
61636,3,2,1
61637,80,0,0
61638,125,407,114
61639,145,558,154
61640,45,50,10
61641,11,10,1
61642,73,174,40
61643,77,193,45
61644,25,0,0
61645,64,106,22
61646,64,74,14
61647,68,5,0
61648,29,56,8
61649,54,14,1
61650,32,113,31
61651,39,31,2
61652,37,82,18
61653,36,0,0
61654,14,12,1
61655,13,14,2
61656,89,139,30
61657,61,0,0
61658,32,5,0
61659,68,164,38
61660,35,0,0
61661,149,559,174
61662,120,397,93
61663,9,7,1
61664,30,56,5
61665,38,0,0
61666,8,7,0
61667,54,22,3
61668,33,0,0
61669,15,28,4
61670,78,235,60
61671,121,247,56
61672,15,0,0
61673,143,525,117
61674,33,91,15
61675,12,28,8
61676,54,0,0
61677,126,439,116
61678,62,14,2
61679,128,387,114
61680,7,7,1
61681,63,0,0
61682,28,68,14
61683,108,298,60
61684,4,0,0
61685,127,359,109
61686,116,355,88
61687,52,73,21
61688,30,0,0
61689,91,294,82
61690,5,5,1
61691,16,33,5
61692,17,24,5
61693,32,0,0
61694,20,0,0
61695,64,143,37
61696,13,0,0
61697,47,103,31
61698,23,0,0
61699,33,0,0
61700,17,10,1
61701,79,215,61
61702,31,26,7
61703,59,98,24
61704,47,66,16
61705,29,0,0
61706,133,431,97
61707,94,313,91
61708,148,530,127
61709,17,36,2
61710,8,1,0
61711,6,0,0
61712,63,0,0
61713,23,40,7
61714,147,549,147
61715,20,0,0
61716,139,466,100
61717,35,76,13
61718,10,29,4
61719,88,278,62
61720,27,93,26
61721,90,301,61
61722,36,74,8
61723,4,0,0
61724,97,181,54
61725,26,0,0
61726,36,72,10
61727,83,115,23
61728,50,142,29
61729,84,140,40
61730,34,6,2
61731,13,0,0
61732,39,31,4
61733,138,474,152
61734,54,0,0
61735,9,11,6
61736,63,6,1
61737,25,54,12
61738,56,0,0
61739,53,54,10
61740,134,438,110
61741,105,173,47
61742,3,0,0
61743,35,0,0
61744,151,597,179
61745,33,59,4
61746,35,63,4
61747,87,262,54
61748,6,7,0
61749,77,5,0
61750,43,80,20
61751,11,17,3
61752,136,487,122
61753,151,481,121
61754,15,0,0
61755,30,72,8
61756,65,88,23
61757,35,0,0
61758,20,10,3
61759,4,6,0
61760,52,160,40
61761,62,17,5
61762,23,0,0
61763,8,0,0
61764,132,451,98
61765,141,509,146
61766,136,514,155
61767,37,15,2
61768,16,2,1
61769,109,256,71
61770,34,58,12
61771,85,266,65
61772,31,68,15
61773,23,76,21
61774,72,230,59
61775,16,17,4
61776,71,0,0
61777,105,270,64
61778,32,45,11
61779,43,107,29
61780,55,4,0
61781,125,412,98
61782,40,27,6
61783,142,517,140
61784,46,73,16
61785,36,0,0
61786,17,6,2
61787,77,241,68
61788,103,403,102
61789,38,71,21
61790,116,254,68
61791,119,341,85
61792,10,9,3
61793,134,495,127
61794,102,232,51
61795,149,488,122
61796,34,0,0
61797,51,91,14
61798,12,6,3
61799,9,2,0
61800,55,0,0
61801,36,0,0
61802,5,0,0
61803,30,70,23
61804,147,491,143
61805,153,603,207
61806,101,262,65
61807,50,96,17
61808,111,266,63
61809,33,0,0
61810,39,0,0
61811,21,8,0
61812,9,2,0
61813,145,571,166
61814,25,3,1
61815,30,0,0
61816,6,0,0
61817,15,0,0
61818,40,52,6
61819,106,317,96
61820,147,525,146
61821,36,74,9
61822,99,360,91
61823,59,147,35
61824,21,23,3
61825,30,78,17
61826,3,0,0
61827,20,22,7
61828,79,211,56
61829,17,41,7
61830,13,14,4
61831,8,12,2
61832,95,123,32
61833,117,336,78
61834,74,21,1
61835,52,0,0
61836,10,0,0
61837,7,14,3
61838,13,46,10
61839,31,47,9
61840,13,1,0
61841,19,0,0
61842,11,0,0
61843,70,188,44
61844,47,3,0
61845,34,0,0
61846,22,19,3
61847,140,495,138
61848,117,355,92
61849,116,365,89
61850,7,19,3
61851,35,0,0
61852,100,304,87
61853,158,592,166
61854,19,35,12
61855,146,522,148
61856,57,110,24
61857,125,343,111
61858,151,524,152
61859,162,607,176
61860,153,559,143
61861,19,0,0
61862,162,588,180
61863,11,0,0
61864,12,25,6
61865,69,150,37
61866,20,0,0
61867,9,15,3
61868,124,395,90
61869,24,63,14
61870,74,124,28
61871,48,132,40
61872,33,3,0
61873,38,83,11
61874,32,0,0
61875,5,0,0
61876,33,86,24
61877,29,0,0
61878,49,91,14
61879,23,11,4
61880,35,62,18
61881,21,10,0
61882,18,0,0
61883,37,0,0
61884,50,152,47
61885,50,172,40
61886,13,32,8
61887,142,520,149
61888,2,0,0
61889,150,553,134
61890,131,461,121
61891,33,0,0
61892,91,339,101
61893,28,93,29
61894,13,25,3
61895,12,16,2
61896,4,0,0
61897,81,189,42
61898,60,4,1
61899,32,67,17
61900,122,403,120
61901,40,91,18
61902,40,97,16
61903,49,12,2
61904,47,93,18
61905,152,530,130
61906,5,4,0
61907,6,0,0
61908,111,363,93
61909,16,12,4
61910,67,201,48
61911,20,33,5
61912,5,0,0
61913,53,81,23
61914,156,607,173
61915,156,613,175
61916,147,578,137
61917,1,1,0
61918,13,0,0
61919,24,28,2
61920,3,2,0
61921,3,1,0
61922,28,66,8
61923,24,39,8
61924,147,546,156
61925,67,262,85
61926,155,612,180
61927,32,66,5
61928,71,137,33
61929,58,66,13
61930,122,347,92
61931,3,3,0
61932,35,0,0
61933,140,397,90
61934,101,290,70
61935,154,451,120
61936,87,119,24
61937,29,86,26
61938,17,22,5
61939,4,2,0
61940,17,0,0
61941,127,422,98
61942,78,5,0
61943,70,251,57
61944,30,48,7
61945,123,270,71
61946,128,557,165
61947,132,449,135
61948,4,5,1
61949,5,5,1
61950,1,0,0
61951,64,155,31
61952,14,38,3
61953,3,2,0
61954,1,1,1
61955,72,0,0
61956,54,82,16
61957,17,31,3
61958,16,0,0
61959,160,622,192
61960,7,7,1
61961,48,59,7
61962,145,591,157
61963,31,83,16
61964,59,81,15
61965,21,15,1
61966,37,70,15
61967,142,564,162
61968,24,0,0
61969,11,0,0
61970,19,43,5
61971,86,250,64
61972,155,555,173
61973,37,123,23
61974,68,9,0
61975,123,394,100
61976,18,21,3
61977,51,1,0
61978,30,104,26
61979,20,29,7
61980,30,24,4
61981,4,5,0
61982,146,527,137
61983,10,10,3
61984,73,240,62
61985,35,84,28
61986,13,8,2
61987,159,657,184
61988,87,135,34
61989,6,9,1
61990,16,15,4
61991,64,0,0
61992,24,0,0
61993,5,10,1
61994,162,641,195
61995,94,227,59
61996,102,313,94
61997,52,140,30
61998,21,0,0
61999,29,45,10
62000,53,31,9
62001,34,61,7
62002,12,8,0
62003,3,1,0
62004,11,17,7
62005,121,326,73
62006,12,20,6
62007,31,49,7
62008,25,31,4
62009,3,0,0
62010,33,0,0
62011,116,357,90
62012,1,0,0
62013,95,278,72
62014,26,96,35
62015,2,0,0
62016,4,7,2
62017,81,227,47
62018,29,0,0
62019,50,7,1
62020,40,12,1
62021,28,90,24
62022,89,262,70
62023,34,57,8
62024,39,99,28
62025,25,44,7
62026,30,61,6
62027,39,0,0
62028,81,157,30
62029,14,20,2
62030,80,174,27
62031,93,228,55
62032,32,2,0
62033,130,489,121
62034,160,701,191
62035,13,41,8
62036,49,0,0
62037,10,10,1
62038,4,8,2
62039,156,636,200
62040,24,42,5
62041,51,152,42
62042,145,569,138
62043,37,35,11
62044,36,3,0
62045,18,0,0
62046,5,3,0
62047,43,0,0
62048,151,528,146
62049,140,400,77
62050,61,210,54
62051,25,0,0
62052,1,0,0
62053,19,0,0
62054,17,29,8
62055,114,341,93
62056,57,160,39
62057,81,235,52
62058,31,47,6
62059,25,21,4
62060,45,71,18
62061,2,2,0
62062,43,2,0
62063,21,0,0
62064,34,0,0
62065,8,16,7
62066,128,383,80
62067,12,4,0
62068,138,481,136
62069,12,20,6
62070,41,0,0
62071,32,69,17
62072,9,30,13
62073,132,497,110
62074,2,4,0
62075,111,363,78
62076,50,11,1
62077,1,0,0
62078,43,80,17
62079,32,0,0
62080,124,409,108
62081,67,209,50
62082,47,135,23
62083,28,53,7
62084,53,4,0
62085,1,0,0
62086,2,4,0
62087,69,13,1
62088,145,504,126
62089,36,0,0
62090,8,0,0
62091,124,412,106
62092,22,0,0
62093,3,9,5
62094,5,0,0
62095,31,3,1
62096,46,0,0
62097,33,87,18
62098,25,40,6
62099,38,118,21
62100,12,33,7
62101,14,0,0
62102,23,0,0
62103,32,72,19
62104,12,0,0
62105,104,82,15
62106,57,0,0
62107,54,0,0
62108,13,39,9
62109,78,72,19
62110,4,0,0
62111,8,17,3
62112,55,92,24
62113,27,43,12
62114,1,0,0
62115,80,175,32
62116,32,0,0
62117,60,0,0
62118,35,0,0
62119,27,0,0
62120,58,11,1
62121,51,185,67
62122,147,522,131
62123,87,217,42
62124,15,16,1
62125,2,6,3
62126,47,54,10
62127,110,348,91
62128,15,0,0
62129,20,56,14
62130,71,10,0
62131,33,0,0
62132,24,0,0
62133,10,0,0
62134,2,0,0
62135,144,473,137
62136,35,0,0
62137,10,20,6
62138,72,7,0
62139,50,0,0
62140,148,493,127
62141,33,75,6
62142,33,76,20
62143,157,568,149
62144,108,243,62
62145,14,29,4
62146,35,108,17
62147,21,0,0
62148,154,543,138
62149,25,99,30
62150,120,245,75
62151,5,17,6
62152,155,587,159
62153,32,58,11
62154,14,36,5
62155,11,0,0
62156,24,0,0
62157,3,1,0
62158,118,338,72
62159,14,17,3
62160,9,10,3
62161,2,0,0
62162,10,21,5
62163,139,555,174
62164,6,6,1
62165,79,266,65
62166,98,401,102
62167,32,61,8
62168,36,76,16
62169,26,12,1
62170,4,0,0
62171,37,0,0
62172,152,569,158
62173,8,19,4
62174,16,16,1
62175,35,79,15
62176,13,27,8
62177,51,0,0
62178,38,101,23
62179,137,361,88
62180,18,31,7
62181,38,71,17
62182,44,74,14
62183,35,0,0
62184,141,456,119
62185,27,1,1
62186,134,437,133
62187,58,0,0
62188,83,87,20
62189,47,0,0
62190,2,3,0
62191,3,2,0
62192,83,195,57
62193,136,442,130
62194,160,582,143
62195,87,249,70
62196,23,0,0
62197,155,602,171
62198,2,0,0
62199,24,0,0
62200,120,416,119
62201,88,197,58
62202,63,170,38
62203,97,171,31
62204,49,85,18
62205,26,22,5
62206,7,2,0
62207,32,51,4
62208,93,265,60
62209,143,558,161
62210,129,479,130
62211,7,1,0
62212,30,0,0
